Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
P0340,APPROVED,Not Applicable,2024-09-06T15:41:33.760000Z,2024-09-06T15:44:49.343000Z,2024-09-06T15:48:20.045000Z,2024-09-06T15:44:50.032377Z,196.0,65,English,28,Male,Mixed,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
P0333,APPROVED,Not Applicable,2024-09-06T15:41:36.840000Z,2024-09-06T15:44:31.093000Z,2024-09-06T15:48:20.414000Z,2024-09-06T15:44:31.773472Z,175.0,35,"English, Polish",25,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0321,APPROVED,Not Applicable,2024-09-06T15:41:36.547000Z,2024-09-06T15:43:42.409000Z,2024-09-06T15:48:20.838000Z,2024-09-06T15:43:42.935018Z,126.0,73,English,20,Female,Black,Nigeria,Canada,Nigeria,English,Yes,Unemployed (and job seeking)
P0334,APPROVED,Not Applicable,2024-09-06T15:41:48.445000Z,2024-09-06T15:44:45.604000Z,2024-09-06T15:48:21.164000Z,2024-09-06T15:44:46.301481Z,178.0,1255,English,41,Male,Asian,Canada,Canada,Canada,English,No,Part-Time
P0324,APPROVED,Not Applicable,2024-09-06T15:41:48.572000Z,2024-09-06T15:44:03.107000Z,2024-09-06T15:48:21.454000Z,2024-09-06T15:44:05.787706Z,135.0,5,English,42,Male,Other,Canada,Canada,Canada,English,No,Full-Time
P0405,APPROVED,Not Applicable,2024-09-06T15:51:27.411000Z,2024-09-06T15:54:01.486000Z,2024-09-06T15:55:29.644000Z,2024-09-06T15:54:08.573079Z,155.0,1947,English,49,Male,White,Canada,Canada,Canada,English,No,DATA_EXPIRED
P0338,APPROVED,Not Applicable,2024-09-06T15:42:58.764000Z,2024-09-06T15:45:10.920000Z,2024-09-06T15:48:21.745000Z,2024-09-06T15:45:11.646049Z,133.0,22,English,38,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0332,APPROVED,Not Applicable,2024-09-06T15:42:05.740000Z,2024-09-06T15:44:20.289000Z,2024-09-06T15:48:21.997000Z,2024-09-06T15:44:23.807276Z,135.0,37,"English, Punjabi",21,Male,Asian,Canada,Canada,Canada,Punjabi,Yes,Part-Time
P0365,APPROVED,Not Applicable,2024-09-06T15:42:42.223000Z,2024-09-06T15:47:15.386000Z,2024-09-06T15:48:22.275000Z,2024-09-06T15:47:16.744715Z,274.0,532,English,41,Female,White,Canada,Canada,Canada,English,DATA_EXPIRED,Full-Time
P0342,APPROVED,Not Applicable,2024-09-06T15:42:19.085000Z,2024-09-06T15:45:25.366000Z,2024-09-06T15:48:22.581000Z,2024-09-06T15:45:26.031135Z,187.0,1850,"Afrikaans, English",38,Female,White,South Africa,Canada,South Africa,English,No,Full-Time
P0349,APPROVED,Not Applicable,2024-09-06T15:42:21.082000Z,2024-09-06T15:45:40.334000Z,2024-09-06T15:48:22.850000Z,2024-09-06T15:45:41.225336Z,200.0,48,"English, French",30,Female,Black,Nigeria,Canada,Canada,English,No,DATA_EXPIRED
P0328,APPROVED,Not Applicable,2024-09-06T15:42:11.698000Z,2024-09-06T15:44:10.174000Z,2024-09-06T15:48:23.141000Z,2024-09-06T15:44:15.370174Z,119.0,82,"English, French, German",28,Male,White,Germany,Canada,Germany,German,No,Full-Time
P0345,APPROVED,Not Applicable,2024-09-06T15:42:18.344000Z,2024-09-06T15:45:31.782000Z,2024-09-06T15:48:23.428000Z,2024-09-06T15:45:32.817132Z,194.0,159,English,35,Male,White,Canada,Canada,Canada,English,Yes,Full-Time
P0329,APPROVED,Not Applicable,2024-09-06T15:42:15.882000Z,2024-09-06T15:44:11.149000Z,2024-09-06T15:48:23.673000Z,2024-09-06T15:44:17.577505Z,116.0,102,English,22,Male,Asian,Canada,Canada,Canada,Cantonese,Yes,Part-Time
P0354,APPROVED,Not Applicable,2024-09-06T15:42:21.549000Z,2024-09-06T15:46:21.432000Z,2024-09-06T15:48:23.951000Z,2024-09-06T15:46:22.427684Z,240.0,31,English,38,Female,Black,Nigeria,Canada,Nigeria,English,No,Full-Time
P0339,APPROVED,Not Applicable,2024-09-06T15:42:32.732000Z,2024-09-06T15:44:43.152000Z,2024-09-06T15:48:24.717000Z,2024-09-06T15:44:43.985169Z,131.0,1268,English,28,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
P0335,APPROVED,Not Applicable,2024-09-06T15:42:34.050000Z,2024-09-06T15:44:46.010000Z,2024-09-06T15:48:25.016000Z,2024-09-06T15:44:46.699921Z,132.0,466,"English, Spanish",26,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0389,APPROVED,Not Applicable,2024-09-06T15:42:29.817000Z,2024-09-06T15:49:20.700000Z,2024-09-06T15:55:09.232000Z,2024-09-06T15:49:21.910149Z,411.0,1373,English,71,Male,White,Canada,Canada,Canada,English,No,Part-Time
P0400,APPROVED,Not Applicable,2024-09-06T15:42:57.525000Z,2024-09-06T15:50:59.801000Z,2024-09-06T15:55:09.589000Z,2024-09-06T15:53:41.287851Z,483.0,990,"English, French",56,Female,White,United States,Canada,Canada,English,No,Full-Time
P0344,APPROVED,Not Applicable,2024-09-06T15:43:09.932000Z,2024-09-06T15:45:02.028000Z,2024-09-06T15:48:25.291000Z,2024-09-06T15:45:04.223813Z,113.0,28,English,33,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0336,APPROVED,Not Applicable,2024-09-06T15:43:13.086000Z,2024-09-06T15:44:34.668000Z,2024-09-06T15:48:25.599000Z,2024-09-06T15:44:35.514564Z,82.0,1221,"Spanish, English",40,Male,White,Colombia,Canada,Colombia,Spanish,No,Full-Time
P0357,APPROVED,Not Applicable,2024-09-06T15:43:17.473000Z,2024-09-06T15:46:31.179000Z,2024-09-06T15:48:25.851000Z,2024-09-06T15:46:33.534655Z,194.0,159,English,30,Female,Other,Guyana,Canada,Canada,English,No,Full-Time
P0347,APPROVED,Not Applicable,2024-09-06T15:43:18.766000Z,2024-09-06T15:45:18.868000Z,2024-09-06T15:48:26.120000Z,2024-09-06T15:45:19.486449Z,121.0,1213,"English, Chinese",29,Male,Asian,Canada,Canada,Canada,Chinese,DATA_EXPIRED,DATA_EXPIRED
P0348,APPROVED,Not Applicable,2024-09-06T15:43:20.841000Z,2024-09-06T15:45:25.379000Z,2024-09-06T15:48:26.376000Z,2024-09-06T15:45:26.387329Z,125.0,145,"English, French",28,Male,Black,Nigeria,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
P0352,APPROVED,Not Applicable,2024-09-06T15:43:45.847000Z,2024-09-06T15:46:03.129000Z,2024-09-06T15:48:26.713000Z,2024-09-06T15:46:03.792583Z,138.0,50,English,29,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0346,APPROVED,Not Applicable,2024-09-06T15:43:34.654000Z,2024-09-06T15:45:51.233000Z,2024-09-06T15:48:26.991000Z,2024-09-06T15:45:52.074344Z,137.0,1799,English,30,Male,White,Canada,Canada,Canada,English,No,Part-Time
P0350,APPROVED,Not Applicable,2024-09-06T15:43:30.113000Z,2024-09-06T15:46:06.410000Z,2024-09-06T15:48:27.265000Z,2024-09-06T15:46:07.175433Z,157.0,31,English,37,Female,White,Turkey,Canada,Turkey,Turkish,Yes,Part-Time
P0351,APPROVED,Not Applicable,2024-09-06T15:43:33.226000Z,2024-09-06T15:46:00.679000Z,2024-09-06T15:55:09.993000Z,2024-09-06T15:46:01.425414Z,148.0,1685,English,38,Male,White,Canada,Canada,Canada,English,No,Part-Time
P0363,APPROVED,Not Applicable,2024-09-06T15:43:54.235000Z,2024-09-06T15:47:18.343000Z,2024-09-06T15:55:10.370000Z,2024-09-06T16:47:34.092840Z,205.0,104,English,69,Male,White,United Kingdom,Canada,Canada,English,No,Full-Time
P0372,APPROVED,Not Applicable,2024-09-06T15:43:57.167000Z,2024-09-06T15:48:06.858000Z,2024-09-06T15:55:10.677000Z,2024-09-06T15:48:08.303582Z,250.0,37,English,42,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0353,APPROVED,Not Applicable,2024-09-06T15:43:51.448000Z,2024-09-06T15:46:22.805000Z,2024-09-06T15:48:27.545000Z,2024-09-06T15:46:23.816840Z,152.0,135,"English, French",53,Male,Mixed,Canada,Canada,Canada,English,No,Full-Time
P0383,APPROVED,Not Applicable,2024-09-06T15:44:13.089000Z,2024-09-06T15:48:48.689000Z,2024-09-06T15:55:11.145000Z,2024-09-06T15:48:55.871886Z,276.0,46,English,33,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0394,APPROVED,Not Applicable,2024-09-06T15:44:20.018000Z,2024-09-06T15:50:05.578000Z,2024-09-06T15:55:11.486000Z,2024-09-06T15:53:21.967460Z,346.0,448,English,59,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0360,APPROVED,Not Applicable,2024-09-06T15:44:07.090000Z,2024-09-06T15:46:52.958000Z,2024-09-06T15:48:27.880000Z,2024-09-06T15:46:53.847078Z,166.0,30,"Arabic, English, French",27,Female,Other,Canada,Canada,Egypt,English,No,Full-Time
P0361,APPROVED,Not Applicable,2024-09-06T15:44:08.270000Z,2024-09-06T15:46:53.182000Z,2024-09-06T15:48:28.176000Z,2024-09-06T15:46:54.352071Z,165.0,6,"English, Vietnamese",33,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
P0358,APPROVED,Not Applicable,2024-09-06T15:44:14.829000Z,2024-09-06T15:46:57.377000Z,2024-09-06T15:48:28.483000Z,2024-09-06T15:46:58.103690Z,163.0,7,English,60,Female,Mixed,Canada,Canada,Canada,English,No,Full-Time
P0355,APPROVED,Not Applicable,2024-09-06T15:44:20.596000Z,2024-09-06T15:46:16.295000Z,2024-09-06T15:48:28.824000Z,2024-09-06T15:46:17.396725Z,116.0,182,"English, Russian",39,Female,Mixed,Russian Federation,Canada,Russian Federation,Russian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0368,APPROVED,Not Applicable,2024-09-06T15:44:41.056000Z,2024-09-06T15:47:45.092000Z,2024-09-06T15:55:11.849000Z,2024-09-06T15:47:45.765954Z,185.0,39,English,28,Female,Asian,India,Canada,India,Punjabi,No,Full-Time
P0371,APPROVED,Not Applicable,2024-09-06T15:44:34.819000Z,2024-09-06T15:48:36.696000Z,2024-09-06T15:55:12.325000Z,2024-09-06T15:48:43.466330Z,242.0,96,"English, Chinese",30,Female,Asian,Canada,Canada,Canada,English,No,Part-Time
P0366,APPROVED,Not Applicable,2024-09-06T15:44:46.440000Z,2024-09-06T15:47:25.323000Z,2024-09-06T15:48:29.116000Z,2024-09-06T15:47:25.803532Z,159.0,9,English,24,Male,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
P0407,APPROVED,Not Applicable,2024-09-06T15:52:26.267000Z,2024-09-06T15:54:16.859000Z,2024-09-06T15:55:30.407000Z,2024-09-06T15:54:17.538471Z,111.0,635,English,31,Female,Asian,China,Canada,Canada,English,No,Full-Time
P0359,APPROVED,Not Applicable,2024-09-06T15:44:55.402000Z,2024-09-06T15:46:59.868000Z,2024-09-06T15:48:29.420000Z,2024-09-06T15:47:01.493514Z,125.0,736,"English, Telugu, Hindi",39,Male,Asian,India,Canada,India,Malayalam,No,Full-Time
P0375,APPROVED,Not Applicable,2024-09-06T15:45:46.361000Z,2024-09-06T15:48:32.340000Z,2024-09-06T15:55:12.790000Z,2024-09-06T15:48:38.681814Z,166.0,14,English,46,Male,Asian,India,Canada,India,Bengali,No,Full-Time
P0362,APPROVED,Not Applicable,2024-09-06T15:45:01.049000Z,2024-09-06T15:47:12.477000Z,2024-09-06T15:48:29.712000Z,2024-09-06T15:47:13.733341Z,132.0,1036,English,37,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0398,APPROVED,Not Applicable,2024-09-06T15:45:08.377000Z,2024-09-06T15:50:10.800000Z,2024-09-06T15:55:13.147000Z,2024-09-06T15:53:24.388311Z,303.0,120,English,69,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0369,APPROVED,Not Applicable,2024-09-06T15:45:01.510000Z,2024-09-06T15:47:42.964000Z,2024-09-06T15:55:13.500000Z,2024-09-06T15:47:43.744379Z,162.0,545,"French, English",24,Male,White,Canada,Canada,Canada,English,Yes,Full-Time
P0364,APPROVED,Not Applicable,2024-09-06T15:45:20.070000Z,2024-09-06T15:47:24.347000Z,2024-09-06T15:48:29.957000Z,2024-09-06T15:47:25.180718Z,125.0,539,English,45,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0381,APPROVED,Not Applicable,2024-09-06T15:45:32.041000Z,2024-09-06T15:54:49.130000Z,2024-09-06T15:55:30.867000Z,2024-09-06T15:54:49.663762Z,558.0,0,"English, Cantonese",42,Female,Asian,Hong Kong,Canada,Canada,Cantonese,No,Full-Time
P0395,APPROVED,Not Applicable,2024-09-06T15:45:27.007000Z,2024-09-06T15:50:12.347000Z,2024-09-06T15:55:13.985000Z,2024-09-06T15:53:24.889249Z,286.0,65,English,44,Female,Mixed,Canada,Canada,Canada,English,No,Full-Time
P0367,APPROVED,Not Applicable,2024-09-06T15:45:35.317000Z,2024-09-06T15:47:40.867000Z,2024-09-06T15:55:14.339000Z,2024-09-06T15:47:41.870655Z,126.0,35,"Chinese, English",42,Male,Asian,Hong Kong,Canada,Canada,English,No,Due to start a new job within the next month
P0376,APPROVED,Not Applicable,2024-09-06T15:45:45.846000Z,2024-09-06T15:48:41.728000Z,2024-09-06T15:55:14.762000Z,2024-09-06T15:48:46.482655Z,176.0,8,English,32,Male,Other,Canada,Canada,Canada,English,No,Full-Time
P0384,APPROVED,Not Applicable,2024-09-06T15:46:08.591000Z,2024-09-06T15:48:48.584000Z,2024-09-06T15:55:15.151000Z,2024-09-06T15:48:55.897493Z,160.0,62,English,24,Female,White,Canada,Canada,Canada,English,No,Part-Time
P0404,APPROVED,Not Applicable,2024-09-06T15:45:55.519000Z,2024-09-06T15:54:01.499000Z,2024-09-06T15:55:31.264000Z,2024-09-06T15:54:08.484371Z,486.0,2,"Arabic, English",36,Male,Other,United Arab Emirates,Canada,Canada,English,Yes,Part-Time
P0379,APPROVED,Not Applicable,2024-09-06T15:46:06.374000Z,2024-09-06T15:48:41.843000Z,2024-09-06T15:55:15.593000Z,2024-09-06T15:48:46.752805Z,156.0,239,"Bengali, English, Hindi",31,Male,Asian,Bangladesh,Canada,Bangladesh,Bengali,Yes,Part-Time
P0385,APPROVED,Not Applicable,2024-09-06T15:46:22.809000Z,2024-09-06T15:49:20.245000Z,2024-09-06T16:03:27.746000Z,2024-09-06T16:03:28.075231Z,178.0,130,"English, Chinese",27,Female,Asian,Canada,Canada,Canada,English,No,Full-Time
P0390,APPROVED,Not Applicable,2024-09-06T15:46:21.312000Z,2024-09-06T15:49:25.040000Z,2024-09-06T15:55:15.958000Z,2024-09-06T15:52:44.358724Z,184.0,147,"English, Chinese",29,Male,Asian,Canada,Canada,Canada,Chinese,No,Full-Time
P0373,APPROVED,Not Applicable,2024-09-06T15:46:30.209000Z,2024-09-06T15:48:08.161000Z,2024-09-06T15:55:16.290000Z,2024-09-06T15:48:09.890167Z,98.0,429,"English, French",35,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0393,APPROVED,Not Applicable,2024-09-06T15:46:41.572000Z,2024-09-06T15:49:42.935000Z,2024-09-06T15:55:16.604000Z,2024-09-06T15:53:04.132396Z,182.0,144,"Tagalog-Filipino, English",30,Male,Asian,Philippines,Canada,Canada,Tagalog-Filipino,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0388,APPROVED,Not Applicable,2024-09-06T15:46:50.076000Z,2024-09-06T15:49:03.315000Z,2024-09-06T15:55:16.943000Z,2024-09-06T15:49:07.994712Z,134.0,329,"English, Tagalog-Filipino",32,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0387,APPROVED,Not Applicable,2024-09-06T15:46:55.250000Z,2024-09-06T15:49:04.480000Z,2024-09-06T15:55:17.274000Z,2024-09-06T15:49:08.603374Z,130.0,147,"English, Hindi",35,Female,Asian,India,Canada,Canada,English,No,Full-Time
P0391,APPROVED,Not Applicable,2024-09-06T15:47:01.508000Z,2024-09-06T15:49:33.716000Z,2024-09-06T15:55:17.660000Z,2024-09-06T15:52:54.968453Z,153.0,14,"Chinese, English",23,Male,Asian,China,Canada,Canada,Cantonese,No,Unemployed (and job seeking)
P0380,APPROVED,Not Applicable,2024-09-06T15:47:06.410000Z,2024-09-06T15:48:31.077000Z,2024-09-06T15:55:18.130000Z,2024-09-06T15:48:38.205682Z,85.0,71,"Arabic, English",27,Male,Mixed,United Arab Emirates,Canada,Dominica,English,No,Full-Time
P0406,APPROVED,Not Applicable,2024-09-06T15:47:30.506000Z,2024-09-06T15:54:09.188000Z,2024-09-06T15:55:32.395000Z,2024-09-06T15:54:09.956358Z,399.0,937,English,39,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0397,APPROVED,Not Applicable,2024-09-06T15:47:29.801000Z,2024-09-06T15:50:19.738000Z,2024-09-06T15:55:18.521000Z,2024-09-06T15:53:30.076591Z,170.0,401,English,47,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0396,APPROVED,Not Applicable,2024-09-06T15:47:35.304000Z,2024-09-06T15:50:32.967000Z,2024-09-06T15:55:18.823000Z,2024-09-06T15:53:34.448652Z,178.0,527,English,28,Female,Black,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
P0399,APPROVED,Not Applicable,2024-09-06T15:47:40.071000Z,2024-09-06T15:50:17.676000Z,2024-09-06T15:55:19.220000Z,2024-09-06T15:53:27.997577Z,158.0,117,English,20,Female,Asian,Canada,Canada,Philippines,English,No,DATA_EXPIRED
P0402,APPROVED,Not Applicable,2024-09-06T15:47:44.025000Z,2024-09-06T15:52:27.607000Z,2024-09-06T15:55:20.134000Z,2024-09-06T15:53:54.654707Z,284.0,430,English,34,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0392,APPROVED,Not Applicable,2024-09-06T15:48:05.844000Z,2024-09-06T15:49:25.158000Z,2024-09-06T15:55:20.584000Z,2024-09-06T15:52:44.446852Z,80.0,197,"English, Urdu",22,Female,Other,Pakistan,Canada,Canada,Urdu,Yes,Part-Time
P0408,APPROVED,Not Applicable,2024-09-06T15:50:08.870000Z,2024-09-06T16:05:09.593000Z,2024-09-06T16:05:42.988000Z,2024-09-06T16:07:49.108247Z,901.0,30,English,40,Male,Black,Nigeria,Canada,Nigeria,English,No,Unemployed (and job seeking)
P0403,APPROVED,Not Applicable,2024-09-06T15:50:26.804000Z,2024-09-06T15:53:30.697000Z,2024-09-06T15:55:29.211000Z,2024-09-06T15:54:04.178812Z,184.0,285,"Chinese, English",27,Female,Asian,Canada,Canada,Canada,Chinese,No,Other
P0411,RETURNED,Not Applicable,2024-09-06T15:24:00.084000Z,,,,,74,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0052,RETURNED,Not Applicable,2024-09-06T15:15:52.736000Z,,,,,27,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0099,TIMED-OUT,Not Applicable,2024-09-06T15:23:33.796000Z,,,,21899186.0,277,"English, French",27,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0103,TIMED-OUT,Not Applicable,2024-09-06T15:24:22.253000Z,,,,21899138.0,2268,"Chinese, English",43,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
P0412,RETURNED,Not Applicable,2024-09-06T15:25:48.085000Z,,,,,339,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0148,RETURNED,Not Applicable,2024-09-06T15:27:17.115000Z,,,,,255,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0413,RETURNED,Not Applicable,2024-09-06T15:30:15.644000Z,,,,,77,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0414,RETURNED,Not Applicable,2024-09-06T15:45:00.087000Z,,,,,855,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0253,RETURNED,Not Applicable,2024-09-06T15:34:33.044000Z,,,,,98,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0415,RETURNED,Not Applicable,2024-09-06T15:50:00.068000Z,,,,,679,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0416,TIMED-OUT,Not Applicable,2024-09-06T15:45:37.288000Z,,,,21897863.0,254,"English, Chinese",26,Female,Asian,China,Canada,Canada,English,Yes,Full-Time
P0382,TIMED-OUT,Not Applicable,2024-09-06T15:46:32.680000Z,,,,21897808.0,1045,"French, Italian, English",54,Female,White,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
